blockNum,originalBlockTrialNum,cueType,cueValidity,postCueLocation,pstCueCoordXD,fixOnset,cueTargetISI,TargetOnset,pstMaskOnset,RespOnset,trialNum,precueLocation,string,CxResp,CxResplowercase,overallTrialNum,Preq1Op,Preq2Op,Preq3Op,Preq4Op,Preq5Op,Preq6Op,positionss,positionx,positiony,pstCueCoordX
3,1,2,1,6,1.74,2,0,2.050,2.170,2.27,1,2,{'YHXTPN'},N,n,1,0,0,0,1,1,1,1,-1.74,-0.5,0.122362869
3,2,2,0,6,1.74,2,0.05,2.100,2.220,2.32,2,7,{'PLKYZH'},H,h,2,1,1,1,1,1,1,2,-1.16,-0.5,0.122362869
3,3,2,-1,6,1.74,2,0.05,2.100,2.220,2.32,3,1,{'HZTNYF'},F,f,3,1,1,1,0,0,0,3,-0.58,-0.5,0.122362869
3,4,2,-1,4,0.58,2,0.05,2.100,2.220,2.32,4,1,{'BVHYLF'},Y,y,4,1,1,1,0,0,0,4,0.58,-0.5,0.040787623
3,5,2,1,2,-1.16,2,0,2.050,2.170,2.27,5,1,{'ZNHLBT'},N,n,5,1,1,1,0,0,0,5,1.16,-0.5,-0.081575246
3,6,2,0,4,0.58,2,0.05,2.100,2.220,2.32,6,7,{'ZXVLYT'},L,l,6,1,1,1,1,1,1,6,1.74,-0.5,0.040787623
3,7,2,0,2,-1.16,2,0,2.050,2.170,2.27,7,7,{'XHTLKY'},H,h,7,1,1,1,1,1,1,,,,-0.081575246
3,8,2,0,1,-1.74,2,0.05,2.100,2.220,2.32,8,7,{'TVLPNZ'},T,t,8,1,1,1,1,1,1,,deg to norm,,-0.122362869
3,9,2,1,5,1.16,2,0,2.050,2.170,2.27,9,2,{'VXPBZT'},Z,z,9,0,0,0,1,1,1,,14.22,,0.081575246
3,10,2,-1,6,1.74,2,0,2.050,2.170,2.27,10,1,{'TYBPLK'},K,k,10,1,1,1,0,0,0,,,,0.122362869
3,11,2,-1,2,-1.16,2,0,2.050,2.170,2.27,11,2,{'YNLPBK'},N,n,11,0,0,0,1,1,1,,,,-0.081575246
3,12,2,1,5,1.16,2,0.05,2.100,2.220,2.32,12,2,{'HPZTKX'},K,k,12,0,0,0,1,1,1,,,,0.081575246
3,13,2,1,3,-0.58,2,0,2.050,2.170,2.27,13,1,{'ZYPLBN'},P,p,13,1,1,1,0,0,0,,,,-0.040787623
3,14,2,1,4,0.58,2,0,2.050,2.170,2.27,14,2,{'ZXKNHL'},N,n,14,0,0,0,1,1,1,,,,0.040787623
3,15,2,1,4,0.58,2,0.05,2.100,2.220,2.32,15,2,{'PTFLBZ'},L,l,15,0,0,0,1,1,1,,,,0.040787623
3,16,2,-1,1,-1.74,2,0.05,2.100,2.220,2.32,16,2,{'HXBPYL'},H,h,16,0,0,0,1,1,1,,,,-0.122362869
3,17,2,-1,5,1.16,2,0.05,2.100,2.220,2.32,17,1,{'XFKNPB'},P,p,17,1,1,1,0,0,0,,,,0.081575246
3,18,2,0,3,-0.58,2,0.05,2.100,2.220,2.32,18,7,{'FYNLZH'},N,n,18,1,1,1,1,1,1,,,,-0.040787623
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
